nm, %T
732.000000, 95.091600
731.000000, 95.100700
730.000000, 95.083900
729.000000, 95.018400
728.000000, 95.006000
727.000000, 95.000200
726.000000, 95.004200
725.000000, 94.966600
724.000000, 94.948000
723.000000, 94.898400
722.000000, 94.873600
721.000000, 94.885400
720.000000, 94.883000
719.000000, 94.856500
718.000000, 94.841800
717.000000, 94.800500
716.000000, 94.805300
715.000000, 94.766500
714.000000, 94.781900
713.000000, 94.760500
712.000000, 94.755400
711.000000, 94.717800
710.000000, 94.700900
709.000000, 94.665800
708.000000, 94.690400
707.000000, 94.671800
706.000000, 94.655800
705.000000, 94.604800
704.000000, 94.611000
703.000000, 94.585000
702.000000, 94.593900
701.000000, 94.578700
700.000000, 94.581200
699.000000, 94.521200
698.000000, 94.517100
697.000000, 94.486200
696.000000, 94.487000
695.000000, 94.490700
694.000000, 94.476000
693.000000, 94.427800
692.000000, 94.432600
691.000000, 94.428600
690.000000, 94.408400
689.000000, 94.390800
688.000000, 94.408500
687.000000, 94.337900
686.000000, 94.340200
685.000000, 94.338700
684.000000, 94.329300
683.000000, 94.321100
682.000000, 94.309300
681.000000, 94.263100
680.000000, 94.262200
679.000000, 94.266700
678.000000, 94.270300
677.000000, 94.249400
676.000000, 94.234400
675.000000, 94.192700
674.000000, 94.183300
673.000000, 94.177600
672.000000, 94.178700
671.000000, 94.176500
670.000000, 94.151800
669.000000, 94.113800
668.000000, 94.105100
667.000000, 94.126600
666.000000, 94.122800
665.000000, 94.106900
664.000000, 94.083800
663.000000, 94.029500
662.000000, 94.038900
661.000000, 94.043500
660.000000, 94.047600
659.000000, 94.031400
658.000000, 94.007600
657.000000, 93.971500
656.000000, 93.973700
655.000000, 93.973500
654.000000, 93.957900
653.000000, 93.935100
652.000000, 93.926800
651.000000, 93.896300
650.000000, 93.905400
649.000000, 93.908700
648.000000, 93.916900
647.000000, 93.899600
646.000000, 93.870300
645.000000, 93.823700
644.000000, 93.818400
643.000000, 93.840300
642.000000, 93.838100
641.000000, 93.830900
640.000000, 93.810700
639.000000, 93.762000
638.000000, 93.772900
637.000000, 93.770200
636.000000, 93.778700
635.000000, 93.768700
634.000000, 93.746700
633.000000, 93.696100
632.000000, 93.696700
631.000000, 93.720800
630.000000, 93.713100
629.000000, 93.711500
628.000000, 93.685200
627.000000, 93.662300
626.000000, 93.673000
625.000000, 93.682800
624.000000, 93.673600
623.000000, 93.655900
622.000000, 93.641500
621.000000, 93.617100
620.000000, 93.614900
619.000000, 93.619300
618.000000, 93.603400
617.000000, 93.612100
616.000000, 93.598700
615.000000, 93.576900
614.000000, 93.581300
613.000000, 93.592100
612.000000, 93.585800
611.000000, 93.576500
610.000000, 93.567300
609.000000, 93.534900
608.000000, 93.537000
607.000000, 93.572000
606.000000, 93.560100
605.000000, 93.554600
604.000000, 93.527200
603.000000, 93.494600
602.000000, 93.490500
601.000000, 93.511500
600.000000, 93.502500
599.000000, 93.500300
598.000000, 93.489400
597.000000, 93.472700
596.000000, 93.477100
595.000000, 93.475100
594.000000, 93.468000
593.000000, 93.446000
592.000000, 93.433800
591.000000, 93.412800
590.000000, 93.426300
589.000000, 93.437500
588.000000, 93.427500
587.000000, 93.408300
586.000000, 93.390600
585.000000, 93.369100
584.000000, 93.371600
583.000000, 93.367800
582.000000, 93.354800
581.000000, 93.341300
580.000000, 93.322300
579.000000, 93.304100
578.000000, 93.304900
577.000000, 93.322500
576.000000, 93.307100
575.000000, 93.295700
574.000000, 93.278300
573.000000, 93.239900
572.000000, 93.250400
571.000000, 93.269400
570.000000, 93.256700
569.000000, 93.244900
568.000000, 93.213800
567.000000, 93.196400
566.000000, 93.207700
565.000000, 93.214300
564.000000, 93.197600
563.000000, 93.175500
562.000000, 93.158600
561.000000, 93.140100
560.000000, 93.168200
559.000000, 93.170900
558.000000, 93.133200
557.000000, 93.134700
556.000000, 93.145300
555.000000, 93.139300
554.000000, 93.128500
553.000000, 93.104600
552.000000, 93.080200
551.000000, 93.093800
550.000000, 93.100900
549.000000, 93.090600
548.000000, 93.083100
547.000000, 93.058400
546.000000, 93.017200
545.000000, 93.015100
544.000000, 93.036500
543.000000, 93.028100
542.000000, 93.011800
541.000000, 92.983900
540.000000, 92.968200
539.000000, 92.971100
538.000000, 92.971700
537.000000, 92.966200
536.000000, 92.946600
535.000000, 92.915200
534.000000, 92.887100
533.000000, 92.874300
532.000000, 92.880100
531.000000, 92.883700
530.000000, 92.877100
529.000000, 92.840900
528.000000, 92.790900
527.000000, 92.792000
526.000000, 92.793300
525.000000, 92.780900
524.000000, 92.758100
523.000000, 92.708300
522.000000, 92.674200
521.000000, 92.673300
520.000000, 92.666600
519.000000, 92.647100
518.000000, 92.619100
517.000000, 92.572800
516.000000, 92.531200
515.000000, 92.534700
514.000000, 92.540800
513.000000, 92.521300
512.000000, 92.500600
511.000000, 92.470000
510.000000, 92.452600
509.000000, 92.459600
508.000000, 92.462400
507.000000, 92.453700
506.000000, 92.438900
505.000000, 92.414100
504.000000, 92.397100
503.000000, 92.416900
502.000000, 92.430600
501.000000, 92.426600
500.000000, 92.427500
499.000000, 92.404900
498.000000, 92.398400
497.000000, 92.409900
496.000000, 92.421600
495.000000, 92.415000
494.000000, 92.408200
493.000000, 92.385600
492.000000, 92.374000
491.000000, 92.393700
490.000000, 92.407300
489.000000, 92.412800
488.000000, 92.401400
487.000000, 92.376200
486.000000, 92.368800
485.000000, 92.373600
484.000000, 92.387100
483.000000, 92.390900
482.000000, 92.366000
481.000000, 92.326700
480.000000, 92.305500
479.000000, 92.294200
478.000000, 92.276800
477.000000, 92.248800
476.000000, 92.217800
475.000000, 92.179800
474.000000, 92.132800
473.000000, 92.130600
472.000000, 92.118900
471.000000, 92.083400
470.000000, 92.069700
469.000000, 92.014500
468.000000, 91.991300
467.000000, 91.988800
466.000000, 91.977900
465.000000, 91.951700
464.000000, 91.932600
463.000000, 91.884400
462.000000, 91.865300
461.000000, 91.877100
460.000000, 91.873400
459.000000, 91.851300
458.000000, 91.829800
457.000000, 91.775800
456.000000, 91.759300
455.000000, 91.771300
454.000000, 91.758400
453.000000, 91.735300
452.000000, 91.715600
451.000000, 91.672400
450.000000, 91.673400
449.000000, 91.648500
448.000000, 91.632300
447.000000, 91.611800
446.000000, 91.581300
445.000000, 91.540200
444.000000, 91.513300
443.000000, 91.502900
442.000000, 91.469200
441.000000, 91.450000
440.000000, 91.431600
439.000000, 91.381700
438.000000, 91.354700
437.000000, 91.337600
436.000000, 91.306800
435.000000, 91.284400
434.000000, 91.262600
433.000000, 91.190800
432.000000, 91.161700
431.000000, 91.163300
430.000000, 91.143700
429.000000, 91.123200
428.000000, 91.090200
427.000000, 91.039200
426.000000, 91.007700
425.000000, 90.991200
424.000000, 90.958500
423.000000, 90.937000
422.000000, 90.916000
421.000000, 90.852500
420.000000, 90.857600
419.000000, 90.814200
418.000000, 90.789500
417.000000, 90.764000
416.000000, 90.733900
415.000000, 90.677600
414.000000, 90.639700
413.000000, 90.637200
412.000000, 90.616900
411.000000, 90.572800
410.000000, 90.558500
409.000000, 90.484100
408.000000, 90.460200
407.000000, 90.457200
406.000000, 90.421700
405.000000, 90.383900
404.000000, 90.360200
403.000000, 90.311400
402.000000, 90.287600
401.000000, 90.267800
400.000000, 90.249700
399.000000, 90.217100
398.000000, 90.178700
397.000000, 90.125900
396.000000, 90.085000
395.000000, 90.101100
394.000000, 90.040800
393.000000, 90.030600
392.000000, 89.996500
391.000000, 89.913600
390.000000, 89.908700
389.000000, 89.880900
388.000000, 89.845700
387.000000, 89.806500
386.000000, 89.794700
385.000000, 89.725200
384.000000, 89.697200
383.000000, 89.695300
382.000000, 89.651200
381.000000, 89.627600
380.000000, 89.617700
379.000000, 89.557700
378.000000, 89.689300
377.000000, 89.857100
376.000000, 89.784300
375.000000, 89.685900
374.000000, 89.658800
373.000000, 89.582600
372.000000, 89.557300
371.000000, 89.527400
370.000000, 89.452800
369.000000, 89.381500
368.000000, 89.366500
367.000000, 89.358800
366.000000, 89.309700
365.000000, 89.264600
364.000000, 89.197600
363.000000, 89.195600
362.000000, 89.177600
361.000000, 89.151100
360.000000, 89.106600
359.000000, 89.073300
358.000000, 89.016600
357.000000, 88.987800
356.000000, 88.980300
355.000000, 88.962600
354.000000, 88.914000
353.000000, 88.896200
352.000000, 88.851400
351.000000, 88.812600
350.000000, 88.833900
