nm, %T
520.000000, 81.314519
519.000000, 81.285977
518.000000, 81.277188
517.000000, 81.285108
516.000000, 81.277558
515.000000, 81.240227
514.000000, 81.187757
513.000000, 81.175686
512.000000, 81.178284
511.000000, 81.198010
510.000000, 81.175435
509.000000, 81.159555
508.000000, 81.137954
507.000000, 81.135206
506.000000, 81.164856
505.000000, 81.200812
504.000000, 81.204713
503.000000, 81.197811
502.000000, 81.176255
501.000000, 81.197945
500.000000, 81.234265
499.000000, 81.281404
498.000000, 81.274568
497.000000, 81.289451
496.000000, 81.285976
495.000000, 81.316345
494.000000, 81.356416
493.000000, 81.407600
492.000000, 81.433304
491.000000, 81.443107
490.000000, 81.442483
489.000000, 81.473454
488.000000, 81.519869
487.000000, 81.579779
486.000000, 81.597249
485.000000, 81.635337
484.000000, 81.646355
483.000000, 81.685317
482.000000, 81.763095
481.000000, 81.817936
480.000000, 81.814951
479.000000, 81.835153
478.000000, 81.900434
477.000000, 81.940686
476.000000, 81.990570
475.000000, 82.059952
474.000000, 82.065888
473.000000, 82.091726
472.000000, 82.112574
471.000000, 82.164538
470.000000, 82.214887
469.000000, 82.283879
468.000000, 82.272019
467.000000, 82.300454
466.000000, 82.299444
465.000000, 82.321262
464.000000, 82.363384
463.000000, 82.406154
462.000000, 82.344367
461.000000, 82.346961
460.000000, 82.316971
459.000000, 82.302265
458.000000, 82.291261
457.000000, 82.292064
456.000000, 82.184040
455.000000, 82.131887
454.000000, 82.035105
453.000000, 81.982399
452.000000, 81.879855
451.000000, 81.815683
450.000000, 81.720979
449.000000, 81.610283
448.000000, 81.516452
447.000000, 81.421171
446.000000, 81.318020
445.000000, 81.285599
444.000000, 81.221309
443.000000, 81.175788
442.000000, 81.125669
441.000000, 81.100164
440.000000, 81.075143
439.000000, 81.106283
438.000000, 81.131786
437.000000, 81.169529
436.000000, 81.207752
435.000000, 81.259010
434.000000, 81.264176
433.000000, 81.335179
432.000000, 81.351489
431.000000, 81.353900
430.000000, 81.330141
429.000000, 81.314528
428.000000, 81.258138
427.000000, 81.221715
426.000000, 81.197086
425.000000, 81.140814
424.000000, 81.088628
423.000000, 81.023896
422.000000, 80.936579
421.000000, 80.924025
420.000000, 80.833414
419.000000, 80.824805
418.000000, 80.735327
417.000000, 80.711185
416.000000, 80.671392
415.000000, 80.718391
414.000000, 80.688484
413.000000, 80.708363
412.000000, 80.721256
411.000000, 80.774361
410.000000, 80.797275
409.000000, 80.919963
408.000000, 80.975832
407.000000, 81.033793
406.000000, 81.066934
405.000000, 81.165230
404.000000, 81.200241
403.000000, 81.261059
402.000000, 81.259110
401.000000, 81.268293
400.000000, 81.217999
399.000000, 81.152021
398.000000, 81.074577
397.000000, 80.941550
396.000000, 80.808348
395.000000, 80.581813
394.000000, 80.440312
393.000000, 80.154303
392.000000, 79.851216
391.000000, 79.500543
390.000000, 79.088119
389.000000, 78.575315
388.000000, 78.059273
387.000000, 77.423460
386.000000, 76.682365
385.000000, 75.935523
384.000000, 75.122189
383.000000, 74.222284
382.000000, 73.391656
381.000000, 72.514159
380.000000, 71.699899
379.000000, 71.098409
378.000000, 70.721591
377.000000, 70.712053
376.000000, 70.984905
375.000000, 71.515701
374.000000, 72.111271
373.000000, 72.779200
372.000000, 73.353708
371.000000, 73.711847
370.000000, 73.945254
369.000000, 74.056824
368.000000, 73.879921
367.000000, 73.662135
366.000000, 73.339402
365.000000, 72.899335
364.000000, 72.437375
363.000000, 71.916888
362.000000, 71.313312
361.000000, 70.714551
360.000000, 70.029493
359.000000, 69.253749
358.000000, 68.469364
357.000000, 67.674558
356.000000, 66.722746
355.000000, 65.836205
354.000000, 64.869087
353.000000, 63.838724
352.000000, 62.772224
351.000000, 61.663323
350.000000, 60.397326
